item_id,category,split,source_file,page,question,reference_answer,keywords,retrieved_sources,retrieved_preview,rag_answer,vanilla_answer,mrr,ndcg,coverage,rag_accuracy,rag_completeness,rag_relevance,rag_faithfulness,rag_is_hallucination,vanilla_accuracy,vanilla_completeness,vanilla_relevance,vanilla_faithfulness,vanilla_is_hallucination,error
83,temporal,,,,¿Cuál es la campaña de comercialización de la Acción I.1 en 2026?,Del 1 de enero al 31 de diciembre de 2026.,1 de enero | 31 de diciembre de 2026,knowledge-base/empleados/Alejandro Castro.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/productos/Poseillm.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/03_posei_medidas.md,"*2022:** Calificación: 4.5/5. Lideró con éxito la recertificación de las fincas de los socios tras las complicaciones derivadas de la ceniza volcánica, asegurando los canales de exportación. || # POSEI: medidas y acciones que usa el agricultor Fuente: portal de la Viceconsejería de Sector Primario y convocatorias de la sede electrónica. Campaña de referencia: 2026. Las cuantías unitarias salen del texto consolidado y de cada orden || abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10","La campaña de comercialización de la Acción I.1 (comercialización de frutas recolectadas en Canarias) en 2026 es del 1 de enero al 31 de diciembre de 2026, con un margen de los 10 primeros días de enero siguiente en ciertos casos.","Lo siento, pero no tengo información sobre la campaña de comercialización de la Acción I.1 en 2026. Mi conocimiento se detiene en diciembre de 2023 y no tengo acceso a información futura o actualizaciones específicas sobre productos o acciones como la Acción I.1.

Si necesitas información general sobre la Acción I.1, puedo proporcionarte algunos detalles sobre su características o propósito. Sin embargo, para obtener información precisa y actualizada sobre su campaña de comercialización en 2026, te recomendaría contactar directamente con el fabricante o distribuidor de la Acción I.1 o consultar fuentes oficiales y confiables.",0.5000,0.7737,1.0000,5.0,4.0,3.0,2.0,False,2.0,3.0,4.0,5.0,True,
84,temporal,,,,¿Entre qué fechas se abona la ayuda del plátano IGP 2026?,En dos pagos entre el 1 de diciembre de 2026 y el 30 de junio de 2027.,1 de diciembre de 2026 | 30 de junio de 2027,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/05_gip_y_fitosanitarios.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/productos/Aguallm.md,"abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10 || # POSEI: medidas y acciones que usa el agricultor Fuente: portal de la Viceconsejería de Sector Primario y convocatorias de la sede electrónica. Campaña de referencia: 2026. Las cuantías unitarias salen del texto consolidado y de cada orden || inilla, con mejor eficacia hacia 20–25 °C (límites orientativos 15–35 °C), suelta en focos desde inicios de primavera y en verano. No sustituye a la ficha comercial ni a las dosis de suelta del proveedor. ## Registro MAPA: la única lista qu","La ayuda del plátano IGP 2026 se abona a través de las OPP (salvo que pidan pago directo a afiliados), en dos pagos entre el 1 de diciembre de 2026 y el 30 de junio de 2027.","Lo siento, pero no tengo información sobre el plazo de pago de la ayuda para el plátano IGP en 2026. Mi conocimiento se detiene en 2023 y no tengo acceso a información futura o actualizada sobre este tema específico. Si necesitas información precisa, te recomendaría contactar directamente con las autoridades competentes o organizaciones relacionadas con la agricultura canaria para obtener la información más reciente y precisa.",1.0000,1.2263,1.0000,5.0,4.0,5.0,5.0,True,5.0,1.0,2.0,3.0,False,
85,temporal,,,,¿Cuándo se publicó la Orden APA/959/2025 de filoxera?,La Orden APA/959/2025 es de 29 de agosto.,29 de agosto,knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/asesor-canarias/cultivos/lechuga.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/cultivos/tomate.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/cultivos/citricos.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/cultivos/pimiento.md,"# Filoxera de la vid en Canarias Organismo: *Daktulosphaira vitifoliae* (Fitch). Es una de las plagas de cuarentena más graves para la viña canaria (pie franco tradicional, DOP). ## Marco legal La Orden de 12 de marzo de 1987 prohíbe la int || 00-500 l/ha. ### Mosca de la zanahoria, Chamaepsila rosae - **LEBRON** (n.º 17502): TEFLUTRIN 0,5% [GR] P/P. Dosis 15.0–20.0 Kg/ha. Plazo de seguridad: NP. Caldo: NP. - **SEAL 0.5** (n.º ES-01851): TEFLUTRIN 0,5% [GR] P/P. Dosis 15.0–20.0 K || a cabeza Según el programa nacional frente a Fusarium raza tropical 4 y la propia Orden: - Prohibida la introducción de **Fusarium oxysporum f. sp. cubense**. - Prohibida la introducción desde cualquier país de vegetales de los géneros **Mu",La respuesta no está disponible en el texto proporcionado.,"Lo siento, pero no tengo información sobre una Orden APA/959/2025 de filoxera. Mi conocimiento se detiene en diciembre de 2023 y no tengo acceso a información en tiempo real o futura. Si necesitas información actualizada sobre esta orden, te recomendaría consultar fuentes oficiales como el Ministerio de Agricultura y Pesca de España o la Autoridad para la Protección de las Plantas de Cultivo (APPA).",1.0000,1.0000,1.0000,1.0,1.0,1.0,1.0,True,4.0,2.0,3.0,5.0,False,
86,temporal,,,,¿En qué fecha se publicó el Decreto 18/2025 del REAC en el BOC?,El BOC lo publicó el 17 de marzo de 2025.,17 de marzo de 2025,knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/05_gip_y_fitosanitarios.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/05_gip_y_fitosanitarios.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md," - **SGACex**: cuaderno. Marco estatal: SIEX / FEGA. https://www.fega.gob.es/ (apartado SIEX). El asistente, cuando pregunten «¿cómo documento un riego o un tratamiento?», debe listar los campos mínimos: fecha, parcela, producto o volumen,  || inilla, con mejor eficacia hacia 20–25 °C (límites orientativos 15–35 °C), suelta en focos desde inicios de primavera y en verano. No sustituye a la ficha comercial ni a las dosis de suelta del proveedor. ## Registro MAPA: la única lista qu || # Canarias como país tercero en sanidad vegetal A efectos de **legislación fitosanitaria**, Canarias se trata como **país tercero** respecto a España peninsular y al resto de Europa. No se aplica el régimen fitosanitario europeo ordinario. ",El Decreto 18/2025 del REAC se publicó en el BOC (Boletín Oficial del Estado) el día 17 de marzo de 2025.,"Lo siento, pero no tengo información sobre un Decreto 18/2025 del REAC publicado en el BOC (Boletín Oficial de Canarias). Mi conocimiento se detiene en diciembre de 2023 y no tengo acceso a información futura o actualizada. Si necesitas información específica sobre este decreto, te recomendaría consultar fuentes oficiales del REAC o el BOC para obtener la información más reciente y precisa.",0.2000,0.3869,1.0000,1.0,2.0,3.0,4.0,True,5.0,2.0,1.0,4.0,False,
87,temporal,,,,¿Qué calificación obtuvo Alicia Lancaster en 2023?,En 2023 obtuvo 4.6 sobre 5.,4.6,knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/compañia/carreras.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/empleados/Alejandro Toledo.md | knowledge-base/empleados/Alejandro Castro.md,"# Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || *2022:** Calificación: 4.5/5. Lideró con éxito la recertificación de las fincas de los socios tras las complicaciones derivadas de la ceniza volcánica, asegurando los canales de exportación. || # Empleo en AgroLLM ## ¿Por qué unirte a AgroLLM? En AgroLLM no solo desarrollamos software: estamos revolucionando el sector agropecuario. Desde nuestra fundación en 2015, hemos evolucionado de ser una startup de rápido crecimiento a una e",Alicia Lancaster obtuvo una calificación de 4.6/5 en 2023.,"No tengo información sobre una persona llamada Alicia Lancaster ni sobre su calificación en algún año específico, incluyendo 2023. Mi conocimiento se basa en datos hasta diciembre de 2023, pero no tengo acceso a información en tiempo real o personalizada sobre individuos específicos. Si necesitas información sobre agricultura canaria o cualquier otro tema relacionado con la agricultura, estaré encantado de ayudarte.",1.0000,1.0000,1.0000,5.0,5.0,5.0,5.0,False,5.0,1.0,1.0,1.0,False,
88,temporal,,,,¿Qué calificación obtuvo Alejandro Castro en 2023?,En 2023 obtuvo 4.8 sobre 5.,4.8,knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/compañia/carreras.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/empleados/Alejandro Toledo.md,"# Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || *2022:** Calificación: 4.5/5. Lideró con éxito la recertificación de las fincas de los socios tras las complicaciones derivadas de la ceniza volcánica, asegurando los canales de exportación. || # Empleo en AgroLLM ## ¿Por qué unirte a AgroLLM? En AgroLLM no solo desarrollamos software: estamos revolucionando el sector agropecuario. Desde nuestra fundación en 2015, hemos evolucionado de ser una startup de rápido crecimiento a una e",4.8/5.,"Lo siento, pero no tengo información sobre las calificaciones de Alejandro Castro en 2023. Mi conocimiento se basa en datos hasta diciembre de 2023 y no tengo acceso a información en tiempo real o personalizada sobre individuos específicos. Si necesitas información general sobre agricultura canaria o AgroLLM, estaré encantado de ayudarte.",0.2500,0.4307,1.0000,4.7,5.0,5.0,5.0,False,1.0,1.0,1.0,1.0,False,
89,temporal,,,,¿Qué calificación obtuvo Alejandro Toledo en 2023?,En 2023 obtuvo 4.9 sobre 5.,4.9,knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/compañia/carreras.md | knowledge-base/empleados/Alejandro Toledo.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/empleados/Alejandro Castro.md,"# Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || *2022:** Calificación: 4.5/5. Lideró con éxito la recertificación de las fincas de los socios tras las complicaciones derivadas de la ceniza volcánica, asegurando los canales de exportación. || # Empleo en AgroLLM ## ¿Por qué unirte a AgroLLM? En AgroLLM no solo desarrollamos software: estamos revolucionando el sector agropecuario. Desde nuestra fundación en 2015, hemos evolucionado de ser una startup de rápido crecimiento a una e",Alejandro Toledo obtuvo una calificación de 4.9/5 en 2023.,"Lo siento, pero no tengo información sobre las calificaciones de Alejandro Toledo en 2023. Mi conocimiento se detiene en la fecha del 01 de diciembre de 2023 y no tengo acceso a información en tiempo real o futura. Si necesitas información sobre agricultura canaria o cualquier otro tema relacionado con AgroLLM, estaré encantado de ayudarte con lo que sé hasta esa fecha.",0.2500,0.4307,1.0000,5.0,5.0,5.0,5.0,False,4.0,2.0,3.0,5.0,False,
90,temporal,,,,¿En qué trimestre PoseiLLM prevé expandirse a otras RUP?,La expansión a otras regiones ultraperiféricas está prevista para el Q4 2027.,Q4 2027,knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/productos/Poseillm.md | knowledge-base/compañia/resumen.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md,"# Canarias como país tercero en sanidad vegetal A efectos de **legislación fitosanitaria**, Canarias se trata como **país tercero** respecto a España peninsular y al resto de Europa. No se aplica el régimen fitosanitario europeo ordinario.  || # POSEI Canarias: marco para el agricultor El POSEI (Programa de Opciones Específicas por el Alejamiento y la Insularidad) adapta la PAC a las regiones ultraperiféricas. Canarias lo comparte, a nivel europeo, con los departamentos franceses || # Filoxera de la vid en Canarias Organismo: *Daktulosphaira vitifoliae* (Fitch). Es una de las plagas de cuarentena más graves para la viña canaria (pie franco tradicional, DOP). ## Marco legal La Orden de 12 de marzo de 1987 prohíbe la int",Q4 2027.,"Lo siento, pero no tengo información sobre un modelo de lenguaje llamado ""PoseiLLM"" ni sobre sus planes de expansión a otras regiones únicas de uso (RUP). Mi conocimiento se basa en la fecha del 01 de diciembre de 2023 y no tengo acceso a información en tiempo real o futura. Si tienes alguna otra pregunta sobre agricultura canaria o cualquier otro tema, estaré encantado de ayudarte.",0.2500,0.4307,1.0000,5.0,5.0,5.0,5.0,False,5.0,1.0,1.0,1.0,False,
91,comparative,,,,¿En cuántos días redujo Alicia Lancaster las liquidaciones mensuales?,Redujo el procesamiento de liquidaciones de 10 a 3 días hábiles.,10 | 3,knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/productos/Aguallm.md | knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md | knowledge-base/productos/Aguallm.md | knowledge-base/compañia/resumen.md | knowledge-base/productos/Riegollm.md | knowledge-base/asesor-canarias/02_posei_marco.md,"# Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || tados de madurez. - Mango: mosca de la fruta y antracnosis; inspección y, si hay, tratamiento postcosecha **solo** si está autorizado. - Papaya: daño mecánico y frío; invernadero no exime de cadena corta hasta el mercado local. ## Papa y to ||  milimétrica cuántos litros de agua necesita cada parcela según el microclima del día. ### 2. Intérprete multimodal de analíticas de agua y salinidad Capacidad basada en visión por computadora (Llama 3.2 Vision) para que el técnico o agricu",Alicia Lancaster redujo las liquidaciones mensuales en 10 días a solo 3 días hábiles.,No tengo información sobre una persona llamada Alicia Lancaster y su reducción de liquidaciones mensuales. ¿Puedo ayudarte con algo más relacionado con la agricultura canaria o cualquier otro tema?,1.0000,1.2263,1.0000,5.0,5.0,5.0,5.0,False,5.0,1.0,2.0,1.0,True,
92,comparative,,,,¿En qué porcentaje redujo Alejandro Castro el uso de fitosanitarios químicos?,Coordinó una reducción del 15% en el uso de fitosanitarios químicos.,15%,knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md,"lo / raíces si se sospecha nematodo o Fusarium: seguir la ficha oficial, no un puñado suelto en un saco usado. ## Laboratorio de residuos de productos fitosanitarios Polígono de Arinaga, calle Los Cactus nº 68, Agüimes (Gran Canaria), en el || # Alejandro Castro ## Resumen - **Fecha de nacimiento:** 24 de junio de 1981 - **Puesto:** Ingeniero Agrónomo y Director Técnico de Campo - **Ubicación:** Los Llanos de Aridane, La Palma (Islas Canarias) - **Salario actual:** 42.000 € - **M || # Canarias como país tercero en sanidad vegetal A efectos de **legislación fitosanitaria**, Canarias se trata como **país tercero** respecto a España peninsular y al resto de Europa. No se aplica el régimen fitosanitario europeo ordinario. ",No consta.,"Lo siento, pero no tengo información sobre un individuo llamado Alejandro Castro y su impacto en la reducción del uso de fitosanitarios químicos. Mi conocimiento se basa en datos disponibles hasta diciembre de 2023 y no tengo acceso a información específica sobre este tema sin más contexto.",0.5000,0.6309,1.0000,4.0,3.0,4.0,5.0,False,5.0,1.0,1.0,1.0,True,
93,comparative,,,,¿En qué porcentaje minimizó Alejandro Herrera las mermas por transporte?,Minimizó las mermas por transporte en un 8%.,8%,knowledge-base/empleados/Alejandro Toledo.md | knowledge-base/productos/Preciollm.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/productos/Preciollm.md | knowledge-base/productos/Papallm.md | knowledge-base/productos/Papallm.md | knowledge-base/productos/Frutallm.md | knowledge-base/productos/Frutallm.md,"# Alejandro Toledo ## Resumen - **Fecha de nacimiento:** 3 de mayo de 1985 - **Puesto:** Director de Logística y Comercio Exterior - **Ubicación:** Santa Cruz de Tenerife, Islas Canarias - **Salario actual:** 50.000 € - **Metadatos sugerido || mico del conjunto de sus socios: tasas de liquidación semanales, volúmenes comercializados por categorías de calidad, mermas logísticas durante el transporte marítimo o terrestre y concentraciones de oferta por zonas geográficas. ### 8. Por || # Alejandro Herrera ## Resumen - **Fecha de nacimiento:** 11 de noviembre de 1988 - **Puesto:** Responsable de Control de Calidad y Jefe de Empaquetado - **Ubicación:** Gáldar, Gran Canaria (Islas Canarias) - **Salario actual:** 29.500 € - ",Alejandro Herrera minimizó las mermas por transporte en un 8% mediante la calibración estricta de las cámaras de maduración intermedia y corte óptimo.,"Lo siento, pero no tengo información sobre Alejandro Herrera o sus esfuerzos para minimizar las mermas por transporte en Canarias. Mi conocimiento se basa en datos hasta la fecha de corte (diciembre del 2023) y no tengo acceso a información en tiempo real o específica sobre individuos o organizaciones. Si tienes más contexto o detalles, estaré encantado de intentar ayudarte.",0.3333,0.5000,1.0000,2.0,3.0,4.0,5.0,False,2.0,4.0,3.0,2.0,True,
94,comparative,,,,¿Qué porcentaje de fruta Extra entregó Jose Arcadio en 2023?,"El 75% fue categoría Extra, 20% Primera y 5% Segunda/mermas.",75%,knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/asesor-canarias/cultivos/aguacate.md | knowledge-base/empleados/Jose Arcadio.md | knowledge-base/productos/Aguallm.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/empleados/Alejandro Toledo.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/cultivos/citricos.md,"# Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || Mantenimiento firmeza de frutos - **SMARTFRESH SMARTTABS** (n.º ES-01174): 1-METILCICLOPROPENO 0,63% [VP] P/P. Dosis 1.0–0.0 tab verd/5-10 m3. Plazo de seguridad: NP. ### Minador de las hojas de cítricos, Phyllocnistis citrella - **CORAGEN  || # Jose Arcadio Lorenzo ## Resumen - **Fecha de nacimiento:** 8 de mayo de 1781 - **Condición:** Socio Agricultor Activo - **Ubicación de las explotaciones:** Tazacorte y Todoque, La Palma (Islas Canarias) - **Superficie total cultivada:** 3",75%,"No tengo información específica sobre una persona llamada Jose Arcadio o sobre la cantidad de fruta ""Extra"" que él podría haber entregado en 2023. Mi conocimiento se basa en datos hasta diciembre de 2023, pero no tengo acceso a información personal o específica sobre individuos. Si tienes más contexto o detalles, estaré encantado de tratar de ayudarte.",0.3333,0.5000,1.0000,5.0,4.0,3.0,2.0,False,1.0,1.0,1.0,5.0,True,
95,comparative,,,,¿Cuánto cayó la entrega de Jose Arcadio de 2023 a 2022?,Pasó de 142.500 kg en 2023 a 98.000 kg en 2022 por el efecto de la ceniza.,142.500 | 98.000,knowledge-base/empleados/Alejandro Toledo.md | knowledge-base/empleados/Alicia Lancaster.md | knowledge-base/empleados/Alejandro Herrera.md | knowledge-base/empleados/Alejandro Castro.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/empleados/Jose Arcadio.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/empleados/Alejandro Castro.md,"# Alejandro Toledo ## Resumen - **Fecha de nacimiento:** 3 de mayo de 1985 - **Puesto:** Director de Logística y Comercio Exterior - **Ubicación:** Santa Cruz de Tenerife, Islas Canarias - **Salario actual:** 50.000 € - **Metadatos sugerido || # Alicia Lancaster ## Resumen - **Fecha de nacimiento:** 14 de marzo de 1994 - **Puesto:** Gestora de Cuentas B2B / Administrativa de Liquidaciones - **Ubicación:** Tazacorte, La Palma (Islas Canarias) - **Salario actual:** 27.000 € - **Met || # Alejandro Herrera ## Resumen - **Fecha de nacimiento:** 11 de noviembre de 1988 - **Puesto:** Responsable de Control de Calidad y Jefe de Empaquetado - **Ubicación:** Gáldar, Gran Canaria (Islas Canarias) - **Salario actual:** 29.500 € - ",No consta.,"Lo siento, pero no tengo información sobre una ""entrega"" asociada con un personaje llamado Jose Arcadio en el contexto de la agricultura canaria o cualquier otro tema. Es posible que sea un nombre específico o una referencia que no tengo registrado.

Si puedes proporcionar más contexto o detalles sobre quién es Jose Arcario y qué tipo de entrega se refiere, estaré encantado de tratar de ayudarte a encontrar la información que buscas.",0.0833,0.1781,0.5000,5.0,5.0,5.0,5.0,False,4.0,2.0,3.0,5.0,False,
96,comparative,,,,¿Cuáles son los cuatro valores fundamentales de AgroLLM?,"Innovación en el Campo, Obsesión por el Productor, Transparencia y Rigor Técnico, y Excelencia Colaborativa.",Innovación | Obsesión | Transparencia | Excelencia,knowledge-base/compañia/carreras.md | knowledge-base/productos/Preciollm.md | knowledge-base/compañia/cultura.md | knowledge-base/compañia/cultura.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/compañia/resumen.md | knowledge-base/productos/Poseillm.md | knowledge-base/compañia/sobre_nosotros.md,"# Empleo en AgroLLM ## ¿Por qué unirte a AgroLLM? En AgroLLM no solo desarrollamos software: estamos revolucionando el sector agropecuario. Desde nuestra fundación en 2015, hemos evolucionado de ser una startup de rápido crecimiento a una e || ores). > PrecioLLM dota a los técnicos y gestores del sector primario de la capacidad de defender el valor real del producto en el mercado, garantizando que el agricultor reciba un precio justo basado en datos verídicos, transparentes y lib || de nuestros agricultores es nuestro propio éxito. Entendemos en profundidad los desafíos reales de las medianías, la costa y el relieve canario, trabajando incansablemente para superar las expectativas del sector. Cada decisión de diseño en","Innovación en el Campo (Innovation First), Obsesión por el Productor (Customer Obsession), Excelencia Colaborativa y Transparencia y Rigor Técnico.","Hasta mi fecha de conocimiento (diciembre de 2023), no tengo información específica sobre los ""valores fundamentales"" de AgroLLM, ya que es un modelo de lenguaje grande desarrollado por la Universidad de Granada y el Instituto de Investigación en Tecnologías Agrarias y Alimentarias (ITIA). 

Sin embargo, puedo decirte que AgroLLM se centra en aplicaciones relacionadas con la agricultura y el manejo del suelo. Es posible que los valores fundamentales de este modelo estén relacionados con estos temas.

Si deseas obtener información más precisa o actualizada sobre los valores fundamentales de AgroLLM, te recomiendo consultar directamente fuentes oficiales como el sitio web de la Universidad de Granada o el Instituto ITIA.",0.6458,1.1441,1.0000,5.0,4.0,5.0,3.0,False,4.0,2.0,3.0,5.0,False,
97,comparative,,,,"¿Qué producto tiene más contratos, PrecioLLM o FrutaLLM?",PrecioLLM tiene 7 contratos y FrutaLLM 3; PrecioLLM tiene más.,7 | 3,knowledge-base/compañia/resumen.md | knowledge-base/compañia/resumen.md | knowledge-base/compañia/resumen.md | knowledge-base/compañia/resumen.md | knowledge-base/compañia/sobre_nosotros.md | knowledge-base/compañia/cultura.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/productos/Preciollm.md," exportadores, cadenas de distribución agroalimentaria y grandes cooperativas de las islas. - **Diagnóstico de Plagas y Sanidad (FitoLLM)**: 7 contratos firmados con redes de asesores técnicos agrícolas, empresas de control integrado de pla || ocal que conecta los cuadernos de campo digitales de múltiples cooperativas con las bases de datos de las consejerías de agricultura y redes de alerta agroclimática. ## Escala e Impacto A pesar de contar con un equipo compacto, AgroLLM ha c || ura Sectorial (RedLLM)**: 2 contratos con consorcios agrícolas institucionales e integradores que unifican cuadernos de campo y alertas meteorológicas oficiales.",No consta.,"Lo siento, pero no tengo información sobre los productos ""PrecioLLM"" y ""FrutaLLM"". Mi conocimiento se basa en la información disponible hasta mi última actualización en diciembre de 2023, y no tengo registros de estos términos.

Si deseas obtener información sobre productos específicos relacionados con la agricultura canaria o cualquier otro tema, estaré encantado de ayudarte.",1.0000,1.2263,1.0000,5.0,4.0,3.0,2.0,False,4.0,2.0,3.0,5.0,True,
98,comparative,,,,"¿Qué es más caro, el plan OPFH de PoseiLLM o el plan Oficina Rural?",El plan OPFH cuesta 12.000 €/mes frente a 6.000 €/mes del plan Oficina Rural.,12.000 | 6.000,knowledge-base/compañia/carreras.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/productos/Poseillm.md | knowledge-base/productos/Papallm.md | knowledge-base/productos/Papallm.md | knowledge-base/productos/Frutallm.md | knowledge-base/productos/Frutallm.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md,"(Innovation)**: Fomentamos la experimentación tecnológica, el software libre, los modelos locales y la resolución creativa de problemas agroclimáticos. - **Obsesión por el Productor (Customer)**: Tu trabajo impacta directamente en 32 grande || ún la guía autonómica. 3. Si hay sospecha: **no arrancar por su cuenta todo el pago** ni repartir madera. Avisar a Sanidad Vegetal y a la Agencia de Extensión Agraria. El plan de contingencia marca muestreo, acotado y medidas. 4. En vendimi || erentes líneas de ayuda y genera alertas tempranas antes del cierre de plazos sobre documentación faltante o incumplimiento de umbrales técnicos. ### 8. Portal de asistencia a la incorporación de jóvenes agricultores Módulo especializado en",No consta.,"Lo siento, pero no tengo información sobre los planes ""OPFH"" y ""Oficina Rural"" relacionados con PoseiLLM ni cualquier otro programa. Mi conocimiento se basa en datos hasta diciembre de 2023 y puede que estos planes no estén disponibles o sean nuevos desde entonces.

Si tienes más detalles sobre el contexto o la organización detrás de estos planes, estaré encantado de intentar ayudarte a encontrar información relevante.",0.2667,0.5438,1.0000,5.0,5.0,5.0,5.0,False,5.0,1.0,2.0,4.0,False,
